index,sentiment,text
2651,neutral,"The mill will have capacity to produce 500,000 tonnes of pulp per year ."
4307,neutral,"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 ."
1601,neutral,"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply ."
914,positive,This resulted in improved sales figures in Sweden .
4676,negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier ."
249,positive,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .
2909,neutral,"Following the move , Stora Enso holding in NewPage will remain unchanged ."
4017,negative,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .
535,positive,"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market ."
509,neutral,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 ."
66,positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .
188,positive,"EPS from continuing operations came in at 0.30 eur , up from 0.17 ."
219,positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth ."
1404,neutral,"The opportunity will be available only for few employees , however ."
1242,neutral,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations ."
244,positive,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .
835,positive,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE ."
4386,negative,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .
1276,neutral,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit ."
1705,negative,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 ."
1916,positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades ."
1129,positive,`` It allows the young child to move forward with his life . ''
596,positive,The cooperation will double The Switch 's converter capacity .
1284,neutral,"MeeGo `` learns as you use it , '' Fisher said , putting the most important things up top ."
758,positive,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .
654,positive,"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago ."
1496,positive,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland ."
15,positive,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period ."
2106,positive,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 ."
4231,neutral,"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew ."
2938,neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share ."
1708,negative,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month ."
879,positive,"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn ."
2600,neutral,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .
4741,negative,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters ."
3852,neutral,"The Filter Tips cover the volume range from 0.1-1200 -ðl including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -ðl volume capacities ."
144,positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .
388,positive,Turnover rose to EUR21m from EUR17m .
4554,negative,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .
2044,neutral,"The estimated turnover of the new company is LVL 2,5 million EEK 40 million ."
3173,neutral,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants ."
4716,negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .
4140,neutral,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .
4603,neutral,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards ."
4092,positive,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .
1503,neutral,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share ."
4072,negative,Scanfil issued a profit warning on 10 April 2006 .
4100,positive,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .
1174,neutral,"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized ."
3585,neutral,Finnish construction company YIT HEL : YTY1V said it had agreed to take over German facility engineering and facility systems firm Caverion for EUR73m USD90 .3 m .
688,positive,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .
317,positive,"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations ."
3872,neutral,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .
2708,neutral,Yvonne Jones is owner of Chameleon Interiors .
3140,neutral,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses ."
1644,neutral,The order was worth EUR 8mn .
2974,neutral,"ISMS does not disclose its financial results , the daily said ."
4623,negative,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 ."
1018,neutral,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message ."
1436,neutral,The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .
177,positive,Cargo volume increased by approximately 5 % .
50,positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year ."
